Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-11	88	52	59.1	1	1.1	1	100.0
2020-07-28	98	62	63.3	1	1.0	1	100.0
2020-09-12	106	80	75.5	2	1.9	0	0.0
2020-09-29	104	80	76.9	0	0.0	0	0
2020-09-05	106	84	79.2	1	0.9	0	0.0
2020-07-06	88	55	62.5	0	0.0	0	0
2020-10-11	108	79	73.1	1	0.9	0	0.0
2020-09-23	106	80	75.5	0	0.0	0	0
2020-06-04	88	46	52.3	0	0.0	0	0
2020-06-25	88	53	60.2	1	1.1	1	100.0
2020-07-05	88	52	59.1	0	0.0	0	0
2020-06-01	88	52	59.1	0	0.0	0	0
2020-10-07	104	81	77.9	0	0.0	0	0
2020-09-15	106	77	72.6	2	1.9	0	0.0
2020-06-24	88	53	60.2	1	1.1	1	100.0
2020-04-30	84	44	52.4	3	3.6	2	66.7
2020-10-12	108	75	69.4	1	0.9	0	0.0
2020-08-03	98	62	63.3	1	1.0	1	100.0
2020-07-03	87	54	62.1	0	0.0	0	0
2020-06-23	88	47	53.4	1	1.1	1	100.0
2020-07-04	87	50	57.5	0	0.0	0	0
2020-05-08	88	51	58.0	0	0.0	0	0
2020-04-26	84	49	58.3	3	3.6	2	66.7
2020-05-23	88	49	55.7	0	0.0	0	0
2020-07-10	70	40	57.1	0	0.0	0	0
2020-09-30	104	78	75.0	0	0.0	0	0
2020-10-02	104	78	75.0	0	0.0	0	0
2020-08-09	108	84	77.8	1	0.9	1	100.0
2020-08-30	106	73	68.9	1	0.9	0	0.0
2020-05-27	88	49	55.7	0	0.0	0	0
2020-08-02	98	60	61.2	1	1.0	1	100.0
2020-05-31	88	48	54.5	0	0.0	0	0
2020-08-22	106	71	67.0	3	2.8	1	33.3
2020-06-13	88	52	59.1	0	0.0	0	0
2020-06-26	88	55	62.5	1	1.1	1	100.0
2020-06-27	88	58	65.9	1	1.1	1	100.0
2020-09-08	106	78	73.6	1	0.9	0	0.0
2020-09-07	106	81	76.4	1	0.9	0	0.0
2020-06-10	88	56	63.6	0	0.0	0	0
2020-10-13	108	77	71.3	1	0.9	0	0.0
2020-09-02	106	77	72.6	1	0.9	0	0.0
2020-09-28	104	78	75.0	0	0.0	0	0
2020-05-10	88	49	55.7	0	0.0	0	0
2020-07-01	90	58	64.4	0	0.0	0	0
2020-05-01	88	46	52.3	1	1.1	1	100.0
2020-07-08	88	49	55.7	0	0.0	0	0
2020-07-12	83	44	53.0	1	1.2	1	100.0
2020-07-24	98	64	65.3	1	1.0	1	100.0
2020-05-25	88	53	60.2	0	0.0	0	0
2020-06-29	88	56	63.6	1	1.1	1	100.0
2020-09-19	106	74	69.8	0	0.0	0	0
2020-09-10	106	82	77.4	2	1.9	0	0.0
2020-09-27	104	80	76.9	0	0.0	0	0
2020-07-30	98	53	54.1	1	1.0	1	100.0
2020-07-02	87	54	62.1	0	0.0	0	0
2020-05-07	88	54	61.4	0	0.0	0	0
2020-10-09	108	78	72.2	0	0.0	0	0
2020-05-20	88	48	54.5	0	0.0	0	0
2020-08-05	108	76	70.4	1	0.9	1	100.0
2020-07-31	98	59	60.2	1	1.0	1	100.0
2020-09-03	106	76	71.7	1	0.9	0	0.0
2020-08-25	106	74	69.8	1	0.9	0	0.0
2020-06-22	88	48	54.5	1	1.1	0	0.0
2020-05-05	88	40	45.5	1	1.1	0	0.0
2020-10-03	104	78	75.0	0	0.0	0	0
2020-10-08	104	80	76.9	0	0.0	0	0
2020-08-16	106	83	78.3	1	0.9	1	100.0
2020-08-18	106	81	76.4	2	1.9	1	50.0
2020-05-14	88	53	60.2	0	0.0	0	0
2020-07-07	88	50	56.8	0	0.0	0	0
2020-05-02	88	47	53.4	1	1.1	1	100.0
2020-05-16	88	54	61.4	0	0.0	0	0
2020-07-27	98	65	66.3	1	1.0	1	100.0
2020-09-18	106	74	69.8	0	0.0	0	0
2020-08-27	106	73	68.9	1	0.9	0	0.0
2020-09-04	106	82	77.4	1	0.9	0	0.0
2020-09-20	106	68	64.2	0	0.0	0	0
2020-05-12	88	50	56.8	0	0.0	0	0
2020-06-19	88	56	63.6	0	0.0	0	0
2020-07-15	83	51	61.4	0	0.0	0	0
2020-08-23	106	74	69.8	3	2.8	1	33.3
2020-05-17	89	45	50.6	0	0.0	0	0
2020-08-14	106	83	78.3	1	0.9	1	100.0
2020-08-26	106	72	67.9	1	0.9	0	0.0
2020-05-19	89	44	49.4	0	0.0	0	0
2020-08-28	106	73	68.9	1	0.9	0	0.0
2020-10-04	104	77	74.0	0	0.0	0	0
2020-07-13	83	46	55.4	1	1.2	1	100.0
2020-08-31	106	79	74.5	1	0.9	0	0.0
2020-06-08	87	49	56.3	0	0.0	0	0
