Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-13	68	37	54.4	0	0.0	0	0
2020-06-07	64	43	67.2	3	4.7	3	100.0
2020-08-31	69	41	59.4	0	0.0	0	0
2020-11-04	64	48	75.0	6	9.4	2	33.3
2020-06-23	64	40	62.5	3	4.7	3	100.0
2020-08-22	74	42	56.8	0	0.0	0	0
2020-10-03	68	41	60.3	1	1.5	0	0.0
2020-10-14	68	40	58.8	1	1.5	1	100.0
2020-05-20	64	39	60.9	2	3.1	1	50.0
2020-10-25	60	42	70.0	3	5.0	1	33.3
2020-10-16	68	48	70.6	1	1.5	1	100.0
2020-08-08	72	53	73.6	1	1.4	1	100.0
2020-06-30	64	40	62.5	3	4.7	3	100.0
2020-07-15	64	43	67.2	1	1.6	1	100.0
2020-09-29	68	37	54.4	0	0.0	0	0
2020-08-02	64	49	76.6	1	1.6	1	100.0
2020-06-17	64	49	76.6	3	4.7	3	100.0
2020-09-19	68	47	69.1	0	0.0	0	0
2020-10-01	68	42	61.8	0	0.0	0	0
2020-05-02	51	29	56.9	0	0.0	0	0
2020-08-25	71	43	60.6	0	0.0	0	0
2020-09-12	65	43	66.2	1	1.5	0	0.0
2020-09-25	68	41	60.3	0	0.0	0	0
2020-07-29	64	40	62.5	1	1.6	1	100.0
2020-10-30	62	47	75.8	4	6.5	1	25.0
2020-08-18	71	44	62.0	1	1.4	1	100.0
2020-05-21	72	44	61.1	2	2.8	1	50.0
2020-06-19	64	38	59.4	3	4.7	3	100.0
2020-10-06	65	36	55.4	0	0.0	0	0
2020-08-04	63	41	65.1	1	1.6	1	100.0
2020-10-22	57	36	63.2	2	3.5	1	50.0
2020-06-14	63	43	68.3	3	4.8	3	100.0
2020-05-19	64	44	68.8	3	4.7	1	33.3
2020-08-23	74	42	56.8	0	0.0	0	0
2020-07-04	64	39	60.9	3	4.7	3	100.0
2020-06-13	64	43	67.2	3	4.7	3	100.0
2020-09-01	72	45	62.5	0	0.0	0	0
2020-09-03	68	40	58.8	0	0.0	0	0
2020-08-15	69	41	59.4	1	1.4	1	100.0
2020-08-30	71	49	69.0	1	1.4	0	0.0
2020-08-14	72	43	59.7	1	1.4	1	100.0
2020-11-02	62	42	67.7	7	11.3	1	14.3
2020-04-29	64	37	57.8	0	0.0	0	0
2020-07-03	64	39	60.9	3	4.7	3	100.0
2020-10-09	68	35	51.5	0	0.0	0	0
2020-07-06	64	38	59.4	2	3.1	2	100.0
2020-08-27	71	50	70.4	0	0.0	0	0
