Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-07-11	237	146	61.6	0	0.0	0	0
2020-07-28	223	126	56.5	0	0.0	0	0
2020-09-12	163	118	72.4	1	0.6	1	100.0
2020-09-29	162	125	77.2	1	0.6	1	100.0
2020-09-05	158	100	63.3	1	0.6	1	100.0
2020-07-06	235	130	55.3	0	0.0	0	0
2020-10-11	164	109	66.5	3	1.8	3	100.0
2020-09-23	163	125	76.7	2	1.2	1	50.0
2020-06-04	224	140	62.5	4	1.8	2	50.0
2020-06-25	234	143	61.1	0	0.0	0	0
2020-07-05	234	136	58.1	0	0.0	0	0
2020-06-01	224	140	62.5	4	1.8	2	50.0
2020-10-07	164	116	70.7	2	1.2	1	50.0
2020-09-15	163	112	68.7	1	0.6	1	100.0
2020-06-24	139	91	65.5	0	0.0	0	0
2020-04-30	271	124	45.8	15	5.5	10	66.7
2020-10-12	164	115	70.1	4	2.4	3	75.0
2020-08-03	223	111	49.8	2	0.9	0	0.0
2020-07-03	239	153	64.0	0	0.0	0	0
2020-06-23	139	93	66.9	1	0.7	1	100.0
2020-07-04	236	147	62.3	0	0.0	0	0
2020-05-08	270	130	48.1	6	2.2	5	83.3
2020-04-26	271	117	43.2	19	7.0	10	52.6
2020-05-23	217	130	59.9	4	1.8	1	25.0
2020-07-10	234	141	60.3	0	0.0	0	0
2020-09-30	162	123	75.9	0	0.0	0	0
2020-10-02	164	122	74.4	0	0.0	0	0
2020-08-09	161	105	65.2	1	0.6	1	100.0
2020-08-30	158	97	61.4	1	0.6	1	100.0
2020-05-27	221	144	65.2	3	1.4	1	33.3
2020-08-02	192	106	55.2	0	0.0	0	0
2020-05-31	213	133	62.4	3	1.4	1	33.3
2020-08-22	158	109	69.0	1	0.6	1	100.0
2020-06-13	210	123	58.6	1	0.5	1	100.0
2020-06-26	233	140	60.1	0	0.0	0	0
2020-06-27	229	134	58.5	0	0.0	0	0
2020-09-08	158	115	72.8	1	0.6	1	100.0
2020-09-07	158	105	66.5	1	0.6	1	100.0
2020-06-10	225	137	60.9	2	0.9	1	50.0
2020-10-13	164	108	65.9	2	1.2	2	100.0
2020-09-02	158	106	67.1	1	0.6	1	100.0
2020-09-28	161	112	69.6	0	0.0	0	0
2020-05-10	342	226	66.1	6	1.8	4	66.7
2020-07-01	236	150	63.6	0	0.0	0	0
2020-05-01	272	130	47.8	15	5.5	10	66.7
2020-07-08	234	143	61.1	0	0.0	0	0
2020-07-12	233	142	60.9	0	0.0	0	0
2020-07-24	224	134	59.8	1	0.4	0	0.0
2020-05-25	214	122	57.0	4	1.9	1	25.0
2020-06-29	230	116	50.4	0	0.0	0	0
2020-09-19	162	117	72.2	1	0.6	1	100.0
2020-09-10	158	114	72.2	1	0.6	1	100.0
2020-09-27	161	123	76.4	0	0.0	0	0
2020-07-30	223	122	54.7	0	0.0	0	0
2020-07-02	239	143	59.8	0	0.0	0	0
2020-05-07	271	136	50.2	7	2.6	4	57.1
2020-10-09	164	119	72.6	2	1.2	1	50.0
2020-05-20	220	120	54.5	4	1.8	3	75.0
2020-08-05	161	116	72.0	2	1.2	0	0.0
2020-07-31	218	133	61.0	0	0.0	0	0
2020-09-03	158	109	69.0	1	0.6	1	100.0
2020-08-25	158	105	66.5	1	0.6	1	100.0
2020-06-22	139	86	61.9	1	0.7	1	100.0
2020-05-05	270	121	44.8	9	3.3	4	44.4
2020-10-03	164	128	78.0	0	0.0	0	0
2020-10-08	164	121	73.8	2	1.2	1	50.0
2020-10-17	163	108	66.3	7	4.3	3	42.9
2020-08-16	158	99	62.7	1	0.6	1	100.0
2020-08-18	158	105	66.5	1	0.6	1	100.0
2020-05-14	244	140	57.4	16	6.6	4	25.0
2020-07-07	235	136	57.9	0	0.0	0	0
2020-05-02	271	123	45.4	13	4.8	9	69.2
2020-05-16	220	140	63.6	5	2.3	4	80.0
2020-07-27	212	115	54.2	0	0.0	0	0
2020-09-18	162	121	74.7	1	0.6	1	100.0
2020-08-27	158	104	65.8	1	0.6	1	100.0
2020-09-04	158	105	66.5	1	0.6	1	100.0
2020-09-20	162	116	71.6	1	0.6	1	100.0
2020-05-12	239	123	51.5	6	2.5	4	66.7
2020-06-19	220	136	61.8	1	0.5	1	100.0
2020-07-15	234	144	61.5	0	0.0	0	0
2020-08-23	158	105	66.5	1	0.6	1	100.0
2020-05-17	218	139	63.8	6	2.8	5	83.3
2020-08-14	158	102	64.6	1	0.6	1	100.0
2020-08-26	158	106	67.1	1	0.6	1	100.0
2020-05-19	220	122	55.5	7	3.2	4	57.1
2020-08-28	159	113	71.1	1	0.6	1	100.0
2020-10-04	163	115	70.6	1	0.6	1	100.0
2020-07-13	234	123	52.6	0	0.0	0	0
2020-08-31	158	104	65.8	1	0.6	1	100.0
2020-06-08	219	131	59.8	3	1.4	1	33.3
2020-08-13	159	106	66.7	1	0.6	1	100.0
2020-09-06	158	103	65.2	1	0.6	1	100.0
2020-06-12	208	124	59.6	2	1.0	1	50.0
2020-09-26	161	123	76.4	0	0.0	0	0
2020-05-29	216	140	64.8	3	1.4	1	33.3
2020-08-20	157	114	72.6	1	0.6	1	100.0
2020-05-30	214	139	65.0	3	1.4	1	33.3
2020-10-16	164	115	70.1	6	3.7	2	33.3
2020-07-20	235	139	59.1	0	0.0	0	0
2020-08-21	158	110	69.6	1	0.6	1	100.0
2020-08-24	158	103	65.2	1	0.6	1	100.0
2020-06-28	230	121	52.6	0	0.0	0	0
2020-05-06	270	135	50.0	10	3.7	4	40.0
2020-06-02	223	142	63.7	5	2.2	2	40.0
2020-07-22	221	123	55.7	0	0.0	0	0
2020-07-16	232	145	62.5	0	0.0	0	0
2020-05-11	240	122	50.8	6	2.5	4	66.7
2020-07-09	234	143	61.1	0	0.0	0	0
2020-10-05	164	115	70.1	1	0.6	1	100.0
2020-05-15	220	138	62.7	6	2.7	4	66.7
2020-08-07	161	116	72.0	1	0.6	0	0.0
2020-10-10	164	118	72.0	2	1.2	1	50.0
2020-09-09	158	111	70.3	1	0.6	1	100.0
2020-07-21	236	146	61.9	0	0.0	0	0
2020-05-24	215	126	58.6	4	1.9	1	25.0
2020-04-28	275	123	44.7	18	6.5	10	55.6
2020-06-18	218	138	63.3	1	0.5	1	100.0
2020-05-26	218	128	58.7	3	1.4	1	33.3
2020-10-06	164	126	76.8	1	0.6	1	100.0
2020-06-11	207	132	63.8	2	1.0	1	50.0
2020-07-29	223	133	59.6	0	0.0	0	0
2020-07-17	234	142	60.7	1	0.4	0	0.0
2020-09-22	163	125	76.7	1	0.6	1	100.0
2020-09-16	162	121	74.7	2	1.2	0	0.0
2020-08-10	160	103	64.4	1	0.6	1	100.0
2020-06-20	204	125	61.3	1	0.5	1	100.0
2020-09-17	163	122	74.8	1	0.6	1	100.0
2020-05-04	270	117	43.3	12	4.4	5	41.7
2020-08-01	219	121	55.3	0	0.0	0	0
2020-10-01	163	121	74.2	0	0.0	0	0
2020-08-15	158	114	72.2	1	0.6	1	100.0
2020-06-09	224	143	63.8	4	1.8	1	25.0
2020-08-08	161	108	67.1	1	0.6	0	0.0
2020-06-06	226	138	61.1	3	1.3	2	66.7
2020-05-09	242	124	51.2	6	2.5	5	83.3
2020-09-25	162	123	75.9	1	0.6	1	100.0
2020-08-17	158	101	63.9	1	0.6	1	100.0
2020-09-24	163	126	77.3	2	1.2	1	50.0
2020-06-05	224	143	63.8	3	1.3	2	66.7
2020-08-12	159	122	76.7	1	0.6	1	100.0
2020-05-13	244	141	57.8	5	2.0	4	80.0
2020-07-26	204	117	57.4	0	0.0	0	0
2020-08-19	158	113	71.5	2	1.3	1	50.0
2020-09-21	162	111	68.5	1	0.6	1	100.0
2020-06-07	226	139	61.5	2	0.9	1	50.0
2020-06-16	205	132	64.4	2	1.0	1	50.0
2020-05-22	225	130	57.8	4	1.8	1	25.0
2020-05-18	221	123	55.7	6	2.7	3	50.0
2020-06-21	202	122	60.4	1	0.5	1	100.0
2020-06-03	224	139	62.1	3	1.3	2	66.7
2020-07-23	225	126	56.0	0	0.0	0	0
2020-09-13	163	117	71.8	1	0.6	1	100.0
2020-09-11	158	116	73.4	1	0.6	1	100.0
2020-06-17	211	138	65.4	2	0.9	1	50.0
2020-07-18	234	153	65.4	0	0.0	0	0
2020-04-27	275	119	43.3	20	7.3	10	50.0
2020-10-15	164	110	67.1	4	2.4	2	50.0
2020-04-29	273	125	45.8	16	5.9	10	62.5
2020-10-14	164	105	64.0	2	1.2	2	100.0
2020-06-14	213	127	59.6	1	0.5	1	100.0
2020-07-19	238	151	63.4	0	0.0	0	0
2020-05-21	220	131	59.5	4	1.8	2	50.0
2020-08-06	156	106	67.9	2	1.3	0	0.0
2020-09-14	168	96	57.1	1	0.6	1	100.0
2020-06-15	207	124	59.9	1	0.5	1	100.0
2020-06-30	231	131	56.7	0	0.0	0	0
2020-08-04	152	114	75.0	1	0.7	0	0.0
2020-05-28	217	126	58.1	2	0.9	1	50.0
2020-05-03	270	115	42.6	12	4.4	8	66.7
2020-07-25	220	134	60.9	0	0.0	0	0
2020-08-29	158	111	70.3	1	0.6	1	100.0
2020-09-01	158	108	68.4	1	0.6	1	100.0
2020-08-11	160	113	70.6	1	0.6	1	100.0
2020-07-14	234	141	60.3	0	0.0	0	0
