Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-08-31	171	127	74.3	3	1.8	3	100.0
2020-07-27	222	126	56.8	4	1.8	3	75.0
2020-06-07	167	91	54.5	5	3.0	3	60.0
2020-07-19	190	123	64.7	7	3.7	6	85.7
2020-06-19	125	76	60.8	4	3.2	3	75.0
2020-08-21	167	140	83.8	3	1.8	2	66.7
2020-07-17	221	131	59.3	5	2.3	4	80.0
2020-04-29	200	111	55.5	10	5.0	7	70.0
2020-05-11	188	89	47.3	6	3.2	5	83.3
2020-06-02	187	97	51.9	4	2.1	2	50.0
2020-07-24	274	157	57.3	4	1.5	4	100.0
2020-06-09	176	97	55.1	5	2.8	3	60.0
2020-08-11	173	133	76.9	1	0.6	1	100.0
2020-06-01	187	99	52.9	3	1.6	2	66.7
2020-08-09	155	114	73.5	3	1.9	1	33.3
2020-06-13	167	87	52.1	3	1.8	2	66.7
2020-04-26	200	118	59.0	9	4.5	7	77.8
2020-06-30	190	103	54.2	5	2.6	4	80.0
2020-05-15	193	99	51.3	7	3.6	2	28.6
2020-07-23	277	152	54.9	4	1.4	4	100.0
2020-04-28	199	108	54.3	9	4.5	6	66.7
2020-09-04	176	141	80.1	3	1.7	1	33.3
2020-06-16	170	89	52.4	3	1.8	2	66.7
2020-07-01	198	117	59.1	4	2.0	4	100.0
2020-08-28	174	132	75.9	2	1.1	2	100.0
2020-05-17	194	94	48.5	6	3.1	3	50.0
2020-06-04	187	98	52.4	3	1.6	1	33.3
2020-07-06	188	102	54.3	5	2.7	4	80.0
2020-06-29	186	94	50.5	4	2.2	4	100.0
2020-08-14	168	138	82.1	1	0.6	1	100.0
2020-06-11	165	90	54.5	4	2.4	3	75.0
2020-06-26	178	106	59.6	4	2.2	3	75.0
2020-05-23	192	103	53.6	6	3.1	3	50.0
2020-06-05	186	102	54.8	4	2.2	2	50.0
2020-07-29	225	131	58.2	5	2.2	3	60.0
2020-05-20	190	108	56.8	5	2.6	2	40.0
2020-07-05	188	99	52.7	5	2.7	4	80.0
2020-07-14	188	100	53.2	3	1.6	3	100.0
2020-07-04	188	107	56.9	5	2.7	5	100.0
2020-06-27	178	98	55.1	6	3.4	4	66.7
