Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-13	36	20	55.6	2	5.6	1	50.0
2020-06-07	36	21	58.3	0	0.0	0	0
2020-08-31	36	20	55.6	1	2.8	1	100.0
2020-06-23	36	21	58.3	0	0.0	0	0
2020-08-22	36	23	63.9	0	0.0	0	0
2020-10-03	36	17	47.2	0	0.0	0	0
2020-10-14	36	21	58.3	2	5.6	1	50.0
2020-05-20	36	24	66.7	0	0.0	0	0
2020-10-16	36	20	55.6	3	8.3	1	33.3
2020-08-08	36	21	58.3	0	0.0	0	0
2020-06-30	36	23	63.9	0	0.0	0	0
2020-07-15	36	21	58.3	0	0.0	0	0
2020-09-29	36	21	58.3	0	0.0	0	0
2020-08-02	36	23	63.9	4	11.1	2	50.0
2020-06-17	36	17	47.2	0	0.0	0	0
2020-09-19	36	18	50.0	0	0.0	0	0
2020-10-01	36	17	47.2	0	0.0	0	0
2020-05-02	36	14	38.9	3	8.3	2	66.7
2020-08-25	36	22	61.1	0	0.0	0	0
2020-09-12	36	21	58.3	1	2.8	1	100.0
2020-09-25	36	19	52.8	0	0.0	0	0
2020-07-29	36	17	47.2	0	0.0	0	0
2020-08-18	36	23	63.9	0	0.0	0	0
2020-05-21	36	22	61.1	0	0.0	0	0
2020-06-19	36	20	55.6	0	0.0	0	0
2020-10-06	36	20	55.6	0	0.0	0	0
2020-10-22	26	21	80.8	5	19.2	4	80.0
2020-06-14	37	22	59.5	0	0.0	0	0
2020-05-19	36	24	66.7	0	0.0	0	0
2020-08-23	36	23	63.9	0	0.0	0	0
2020-07-04	34	17	50.0	0	0.0	0	0
2020-06-13	37	22	59.5	0	0.0	0	0
2020-09-01	36	23	63.9	1	2.8	1	100.0
2020-09-03	36	22	61.1	1	2.8	1	100.0
2020-08-15	36	19	52.8	0	0.0	0	0
2020-08-30	36	24	66.7	1	2.8	1	100.0
2020-08-14	36	20	55.6	0	0.0	0	0
2020-04-29	36	16	44.4	3	8.3	2	66.7
2020-07-03	36	17	47.2	0	0.0	0	0
2020-10-09	36	19	52.8	0	0.0	0	0
2020-07-06	36	18	50.0	0	0.0	0	0
2020-08-27	36	24	66.7	1	2.8	1	100.0
2020-05-24	36	21	58.3	0	0.0	0	0
2020-05-10	37	16	43.2	3	8.1	2	66.7
2020-07-09	36	17	47.2	0	0.0	0	0
2020-10-11	36	19	52.8	0	0.0	0	0
2020-06-09	36	20	55.6	0	0.0	0	0
