Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-13	44	18	40.9	0	0.0	0	0
2020-06-07	53	20	37.7	0	0.0	0	0
2020-08-31	43	20	46.5	0	0.0	0	0
2020-06-23	17	7	41.2	0	0.0	0	0
2020-08-22	43	19	44.2	0	0.0	0	0
2020-10-03	43	22	51.2	0	0.0	0	0
2020-10-14	44	20	45.5	0	0.0	0	0
2020-05-20	51	24	47.1	2	3.9	1	50.0
2020-10-16	44	21	47.7	0	0.0	0	0
2020-08-08	43	24	55.8	0	0.0	0	0
2020-06-30	49	18	36.7	0	0.0	0	0
2020-07-15	51	21	41.2	0	0.0	0	0
2020-09-29	43	23	53.5	0	0.0	0	0
2020-08-02	51	17	33.3	0	0.0	0	0
2020-06-17	51	19	37.3	0	0.0	0	0
2020-09-19	31	17	54.8	0	0.0	0	0
2020-10-01	43	19	44.2	0	0.0	0	0
2020-05-02	48	25	52.1	2	4.2	0	0.0
2020-08-25	43	17	39.5	0	0.0	0	0
2020-09-12	41	21	51.2	0	0.0	0	0
2020-09-25	43	21	48.8	0	0.0	0	0
2020-07-29	51	16	31.4	0	0.0	0	0
2020-08-18	43	16	37.2	0	0.0	0	0
2020-05-21	51	19	37.3	2	3.9	1	50.0
2020-06-19	45	18	40.0	0	0.0	0	0
2020-10-06	44	16	36.4	0	0.0	0	0
2020-08-04	43	20	46.5	0	0.0	0	0
2020-10-22	44	19	43.2	0	0.0	0	0
2020-06-14	56	18	32.1	0	0.0	0	0
2020-05-19	51	20	39.2	3	5.9	1	33.3
2020-08-23	43	16	37.2	0	0.0	0	0
2020-07-04	49	21	42.9	0	0.0	0	0
2020-06-13	54	16	29.6	0	0.0	0	0
2020-09-01	43	21	48.8	0	0.0	0	0
2020-09-03	43	22	51.2	0	0.0	0	0
2020-08-15	43	15	34.9	0	0.0	0	0
2020-08-30	43	19	44.2	0	0.0	0	0
2020-08-14	43	22	51.2	1	2.3	0	0.0
2020-04-29	50	23	46.0	2	4.0	0	0.0
2020-07-03	49	22	44.9	0	0.0	0	0
2020-10-09	44	24	54.5	0	0.0	0	0
2020-07-06	51	21	41.2	0	0.0	0	0
2020-08-27	43	15	34.9	0	0.0	0	0
2020-05-24	51	20	39.2	2	3.9	1	50.0
2020-05-10	51	24	47.1	1	2.0	0	0.0
2020-07-09	53	24	45.3	0	0.0	0	0
2020-10-11	44	17	38.6	0	0.0	0	0
2020-06-09	57	21	36.8	0	0.0	0	0
2020-09-20	31	17	54.8	0	0.0	0	0
2020-09-15	44	19	43.2	0	0.0	0	0
2020-10-20	44	22	50.0	1	2.3	0	0.0
2020-09-17	31	23	74.2	0	0.0	0	0
2020-09-26	43	16	37.2	0	0.0	0	0
2020-06-20	18	7	38.9	0	0.0	0	0
2020-05-18	53	18	34.0	2	3.8	1	50.0
2020-10-10	44	23	52.3	0	0.0	0	0
2020-04-27	49	20	40.8	2	4.1	1	50.0
2020-08-01	51	20	39.2	0	0.0	0	0
2020-05-14	51	18	35.3	1	2.0	1	100.0
2020-07-16	51	21	41.2	0	0.0	0	0
2020-08-10	43	22	51.2	0	0.0	0	0
2020-07-26	51	23	45.1	0	0.0	0	0
2020-07-07	51	23	45.1	0	0.0	0	0
2020-10-07	44	19	43.2	0	0.0	0	0
2020-05-17	53	21	39.6	2	3.8	1	50.0
2020-05-09	52	21	40.4	2	3.8	0	0.0
2020-05-23	51	20	39.2	2	3.9	1	50.0
2020-06-10	57	18	31.6	0	0.0	0	0
2020-08-19	43	20	46.5	0	0.0	0	0
2020-07-20	51	20	39.2	0	0.0	0	0
2020-05-22	51	20	39.2	2	3.9	1	50.0
2020-07-28	51	26	51.0	0	0.0	0	0
2020-09-22	43	16	37.2	0	0.0	0	0
2020-07-21	51	21	41.2	0	0.0	0	0
2020-09-13	41	20	48.8	0	0.0	0	0
2020-08-09	43	22	51.2	0	0.0	0	0
2020-10-19	44	18	40.9	1	2.3	0	0.0
2020-09-27	43	17	39.5	0	0.0	0	0
2020-06-24	17	6	35.3	0	0.0	0	0
2020-08-06	43	23	53.5	0	0.0	0	0
2020-05-05	55	20	36.4	2	3.6	0	0.0
2020-10-12	44	21	47.7	0	0.0	0	0
2020-07-13	50	23	46.0	0	0.0	0	0
2020-09-21	43	17	39.5	0	0.0	0	0
2020-05-04	52	20	38.5	2	3.8	0	0.0
2020-07-30	54	21	38.9	0	0.0	0	0
2020-09-08	43	21	48.8	0	0.0	0	0
2020-06-18	51	25	49.0	0	0.0	0	0
2020-06-16	51	18	35.3	0	0.0	0	0
2020-08-28	43	18	41.9	0	0.0	0	0
2020-08-20	43	22	51.2	0	0.0	0	0
2020-05-12	51	20	39.2	1	2.0	1	100.0
2020-05-15	51	20	39.2	1	2.0	1	100.0
2020-07-12	50	19	38.0	0	0.0	0	0
2020-08-05	43	23	53.5	0	0.0	0	0
2020-06-29	50	22	44.0	0	0.0	0	0
2020-04-30	51	24	47.1	2	3.9	0	0.0
2020-09-18	31	20	64.5	0	0.0	0	0
2020-07-11	50	16	32.0	0	0.0	0	0
2020-05-03	52	19	36.5	2	3.8	0	0.0
2020-05-16	51	20	39.2	1	2.0	1	100.0
2020-08-24	43	16	37.2	0	0.0	0	0
2020-09-06	43	19	44.2	0	0.0	0	0
2020-06-02	51	20	39.2	1	2.0	0	0.0
2020-07-25	51	22	43.1	0	0.0	0	0
2020-06-27	50	24	48.0	0	0.0	0	0
2020-06-06	51	18	35.3	1	2.0	0	0.0
2020-06-28	50	24	48.0	0	0.0	0	0
2020-06-26	51	27	52.9	0	0.0	0	0
2020-05-25	51	18	35.3	2	3.9	1	50.0
2020-09-09	43	22	51.2	0	0.0	0	0
2020-07-19	51	20	39.2	0	0.0	0	0
2020-10-21	44	17	38.6	0	0.0	0	0
2020-06-21	24	8	33.3	0	0.0	0	0
2020-09-24	43	16	37.2	0	0.0	0	0
2020-09-11	41	21	51.2	0	0.0	0	0
2020-08-16	43	19	44.2	0	0.0	0	0
2020-07-18	51	19	37.3	0	0.0	0	0
2020-08-29	43	17	39.5	0	0.0	0	0
2020-07-10	50	19	38.0	0	0.0	0	0
2020-09-05	43	16	37.2	0	0.0	0	0
2020-06-08	58	21	36.2	2	3.4	0	0.0
2020-08-17	43	19	44.2	0	0.0	0	0
2020-05-08	52	22	42.3	2	3.8	0	0.0
2020-05-30	51	18	35.3	1	2.0	0	0.0
2020-08-26	43	21	48.8	0	0.0	0	0
2020-10-18	44	22	50.0	1	2.3	0	0.0
2020-07-01	49	18	36.7	0	0.0	0	0
2020-06-15	54	15	27.8	0	0.0	0	0
2020-09-14	40	12	30.0	0	0.0	0	0
2020-08-13	43	20	46.5	1	2.3	0	0.0
2020-07-17	51	23	45.1	0	0.0	0	0
2020-05-31	51	11	21.6	1	2.0	1	100.0
2020-06-22	17	8	47.1	0	0.0	0	0
2020-08-12	43	22	51.2	0	0.0	0	0
2020-09-28	43	17	39.5	0	0.0	0	0
2020-07-02	52	20	38.5	0	0.0	0	0
2020-05-07	52	23	44.2	2	3.8	0	0.0
2020-09-30	43	22	51.2	0	0.0	0	0
2020-06-01	54	15	27.8	1	1.9	1	100.0
2020-08-03	51	17	33.3	0	0.0	0	0
2020-07-05	49	21	42.9	0	0.0	0	0
2020-07-31	51	22	43.1	0	0.0	0	0
2020-09-16	31	18	58.1	0	0.0	0	0
2020-04-26	49	21	42.9	2	4.1	1	50.0
2020-09-07	43	20	46.5	0	0.0	0	0
2020-06-03	52	19	36.5	0	0.0	0	0
2020-05-29	51	19	37.3	1	2.0	0	0.0
2020-07-22	51	22	43.1	0	0.0	0	0
2020-07-14	51	23	45.1	0	0.0	0	0
2020-08-07	43	18	41.9	0	0.0	0	0
2020-10-05	44	18	40.9	0	0.0	0	0
2020-05-26	51	16	31.4	2	3.9	1	50.0
2020-07-08	51	22	43.1	0	0.0	0	0
2020-07-27	51	19	37.3	0	0.0	0	0
2020-05-11	51	21	41.2	1	2.0	0	0.0
2020-05-27	51	22	43.1	2	3.9	1	50.0
2020-09-23	43	16	37.2	0	0.0	0	0
2020-09-04	43	17	39.5	0	0.0	0	0
2020-09-10	43	18	41.9	0	0.0	0	0
2020-05-13	51	16	31.4	1	2.0	1	100.0
2020-10-23	31	24	77.4	0	0.0	0	0
2020-07-23	51	22	43.1	0	0.0	0	0
2020-09-02	43	23	53.5	0	0.0	0	0
2020-10-08	44	21	47.7	0	0.0	0	0
2020-10-02	43	19	44.2	0	0.0	0	0
2020-10-17	44	17	38.6	0	0.0	0	0
2020-06-12	58	20	34.5	0	0.0	0	0
2020-06-04	51	17	33.3	1	2.0	0	0.0
2020-06-25	51	16	31.4	0	0.0	0	0
2020-05-06	51	22	43.1	2	3.9	0	0.0
2020-07-24	51	25	49.0	0	0.0	0	0
2020-08-21	43	20	46.5	0	0.0	0	0
2020-10-15	44	24	54.5	0	0.0	0	0
2020-05-28	51	19	37.3	1	2.0	0	0.0
2020-06-11	58	22	37.9	0	0.0	0	0
2020-04-28	49	24	49.0	2	4.1	1	50.0
2020-05-01	54	28	51.9	2	3.7	0	0.0
2020-08-11	43	19	44.2	0	0.0	0	0
2020-06-05	51	20	39.2	1	2.0	0	0.0
2020-10-04	43	20	46.5	0	0.0	0	0
