Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-09	63	41	65.1	3	4.8	3	100.0
2020-07-06	55	41	74.5	0	0.0	0	0
2020-07-04	53	34	64.2	0	0.0	0	0
2020-06-05	52	32	61.5	1	1.9	0	0.0
2020-06-22	0	0		0		0	0
2020-06-06	52	38	73.1	1	1.9	0	0.0
2020-05-26	57	32	56.1	3	5.3	0	0.0
2020-04-29	63	42	66.7	9	14.3	9	100.0
2020-07-12	52	43	82.7	0	0.0	0	0
2020-06-12	52	39	75.0	0	0.0	0	0
2020-08-21	64	39	60.9	0	0.0	0	0
2020-05-12	57	36	63.2	2	3.5	2	100.0
2020-08-20	64	42	65.6	0	0.0	0	0
2020-08-13	64	44	68.8	1	1.6	1	100.0
2020-06-13	52	38	73.1	0	0.0	0	0
2020-07-24	47	35	74.5	0	0.0	0	0
2020-08-24	62	40	64.5	1	1.6	1	100.0
2020-04-26	63	38	60.3	10	15.9	10	100.0
2020-06-17	50	37	74.0	0	0.0	0	0
2020-05-03	63	40	63.5	7	11.1	7	100.0
2020-08-06	63	42	66.7	4	6.3	1	25.0
2020-04-30	63	41	65.1	7	11.1	7	100.0
2020-06-30	52	37	71.2	0	0.0	0	0
2020-05-31	56	35	62.5	2	3.6	0	0.0
2020-06-09	52	39	75.0	0	0.0	0	0
2020-05-19	57	34	59.6	2	3.5	2	100.0
2020-06-04	52	30	57.7	0	0.0	0	0
2020-06-08	49	32	65.3	0	0.0	0	0
2020-06-21	0	0		0		0	0
2020-07-07	52	34	65.4	0	0.0	0	0
2020-06-26	54	44	81.5	0	0.0	0	0
2020-08-09	63	40	63.5	1	1.6	1	100.0
2020-05-23	57	30	52.6	3	5.3	0	0.0
2020-07-08	52	35	67.3	0	0.0	0	0
2020-06-19	52	41	78.8	0	0.0	0	0
2020-04-28	63	37	58.7	10	15.9	8	80.0
2020-05-17	55	37	67.3	3	5.5	3	100.0
2020-08-25	62	42	67.7	1	1.6	0	0.0
2020-08-17	66	41	62.1	1	1.5	1	100.0
2020-06-03	52	28	53.8	0	0.0	0	0
2020-06-24	0	0		0		0	0
2020-06-18	52	37	71.2	0	0.0	0	0
2020-07-10	43	34	79.1	0	0.0	0	0
2020-08-26	62	46	74.2	1	1.6	0	0.0
2020-07-31	60	50	83.3	2	3.3	1	50.0
2020-07-03	52	39	75.0	0	0.0	0	0
2020-07-23	47	37	78.7	0	0.0	0	0
