Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-15	57	38	66.7	3	5.3	2	66.7
2020-04-27	63	34	54.0	9	14.3	9	100.0
2020-06-29	54	38	70.4	0	0.0	0	0
2020-07-09	43	30	69.8	0	0.0	0	0
2020-06-27	52	43	82.7	0	0.0	0	0
2020-07-17	46	31	67.4	0	0.0	0	0
2020-05-11	63	37	58.7	3	4.8	3	100.0
2020-07-27	47	34	72.3	1	2.1	0	0.0
2020-06-02	58	33	56.9	0	0.0	0	0
2020-05-08	63	40	63.5	4	6.3	3	75.0
2020-07-01	52	41	78.8	0	0.0	0	0
2020-08-28	62	49	79.0	1	1.6	1	100.0
2020-08-04	63	49	77.8	4	6.3	2	50.0
2020-07-11	51	42	82.4	0	0.0	0	0
2020-05-16	57	35	61.4	3	5.3	2	66.7
2020-07-16	47	31	66.0	0	0.0	0	0
2020-05-24	63	29	46.0	3	4.8	0	0.0
2020-08-11	63	43	68.3	1	1.6	1	100.0
2020-05-18	55	37	67.3	3	5.5	3	100.0
2020-05-07	63	35	55.6	4	6.3	3	75.0
2020-05-20	57	39	68.4	2	3.5	2	100.0
2020-06-20	0	0		0		0	0
2020-08-01	60	49	81.7	3	5.0	2	66.7
2020-08-18	64	41	64.1	0	0.0	0	0
2020-05-04	57	42	73.7	9	15.8	7	77.8
2020-08-23	64	40	62.5	2	3.1	1	50.0
2020-06-11	52	36	69.2	0	0.0	0	0
2020-05-01	63	42	66.7	8	12.7	8	100.0
2020-06-10	52	38	73.1	0	0.0	0	0
2020-07-28	47	38	80.9	1	2.1	0	0.0
2020-06-01	58	28	48.3	3	5.2	0	0.0
2020-07-20	47	30	63.8	0	0.0	0	0
2020-05-06	57	36	63.2	6	10.5	4	66.7
2020-08-16	64	52	81.2	1	1.6	1	100.0
2020-05-05	57	35	61.4	6	10.5	4	66.7
2020-08-29	62	46	74.2	1	1.6	1	100.0
2020-08-15	64	52	81.2	2	3.1	1	50.0
2020-07-21	47	34	72.3	0	0.0	0	0
2020-07-13	46	38	82.6	0	0.0	0	0
2020-05-02	64	40	62.5	9	14.1	9	100.0
2020-05-10	63	43	68.3	3	4.8	3	100.0
2020-08-05	63	45	71.4	4	6.3	2	50.0
2020-07-18	47	35	74.5	0	0.0	0	0
2020-08-12	63	42	66.7	1	1.6	1	100.0
2020-06-16	52	37	71.2	1	1.9	0	0.0
2020-07-25	49	33	67.3	0	0.0	0	0
2020-07-02	52	40	76.9	0	0.0	0	0
2020-06-23	0	0		0		0	0
2020-07-05	49	29	59.2	0	0.0	0	0
2020-05-13	57	36	63.2	2	3.5	2	100.0
2020-07-26	46	35	76.1	0	0.0	0	0
2020-07-15	47	31	66.0	0	0.0	0	0
2020-06-15	49	32	65.3	0	0.0	0	0
2020-07-19	49	34	69.4	0	0.0	0	0
2020-07-29	47	37	78.7	1	2.1	0	0.0
2020-05-25	57	25	43.9	3	5.3	0	0.0
2020-06-28	54	38	70.4	0	0.0	0	0
2020-08-19	64	43	67.2	0	0.0	0	0
2020-08-14	64	52	81.2	2	3.1	1	50.0
2020-07-14	47	40	85.1	0	0.0	0	0
2020-05-28	57	28	49.1	3	5.3	0	0.0
2020-08-02	60	49	81.7	3	5.0	3	100.0
2020-08-08	63	39	61.9	1	1.6	1	100.0
2020-05-14	57	37	64.9	3	5.3	2	66.7
2020-05-22	57	31	54.4	3	5.3	0	0.0
2020-06-25	54	40	74.1	0	0.0	0	0
2020-08-27	62	45	72.6	1	1.6	1	100.0
2020-06-07	49	29	59.2	0	0.0	0	0
2020-07-30	58	48	82.8	2	3.4	1	50.0
2020-05-29	63	42	66.7	2	3.2	0	0.0
2020-05-21	57	28	49.1	3	5.3	0	0.0
2020-08-03	59	44	74.6	3	5.1	2	66.7
2020-08-07	64	44	68.8	2	3.1	1	50.0
2020-08-22	64	42	65.6	1	1.6	1	100.0
2020-07-22	46	30	65.2	0	0.0	0	0
2020-05-27	57	28	49.1	3	5.3	0	0.0
2020-08-10	63	42	66.7	1	1.6	1	100.0
2020-06-14	52	36	69.2	0	0.0	0	0
2020-05-30	56	38	67.9	2	3.6	0	0.0
