Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-26	73	51	69.9	0	0.0	0	0
2020-08-05	92	46	50.0	0	0.0	0	0
2020-08-23	93	67	72.0	0	0.0	0	0
2020-09-12	93	66	71.0	2	2.2	1	50.0
2020-05-16	83	44	53.0	0	0.0	0	0
2020-09-08	93	62	66.7	1	1.1	1	100.0
2020-04-29	66	27	40.9	1	1.5	0	0.0
2020-06-27	82	54	65.9	0	0.0	0	0
2020-05-01	66	35	53.0	2	3.0	0	0.0
2020-08-07	82	48	58.5	0	0.0	0	0
2020-08-16	82	47	57.3	0	0.0	0	0
2020-06-10	73	44	60.3	0	0.0	0	0
2020-06-08	80	41	51.2	0	0.0	0	0
2020-09-05	93	62	66.7	0	0.0	0	0
2020-04-27	62	35	56.5	1	1.6	0	0.0
2020-06-02	82	43	52.4	0	0.0	0	0
2020-09-02	93	65	69.9	0	0.0	0	0
2020-08-26	93	64	68.8	0	0.0	0	0
2020-06-15	68	41	60.3	0	0.0	0	0
2020-05-26	82	46	56.1	0	0.0	0	0
2020-09-18	93	57	61.3	2	2.2	1	50.0
2020-08-27	93	66	71.0	0	0.0	0	0
2020-05-08	61	25	41.0	0	0.0	0	0
2020-06-17	83	47	56.6	0	0.0	0	0
2020-04-30	66	34	51.5	2	3.0	0	0.0
2020-05-03	69	38	55.1	0	0.0	0	0
2020-08-18	93	68	73.1	0	0.0	0	0
2020-07-29	96	54	56.2	2	2.1	0	0.0
2020-07-05	77	44	57.1	0	0.0	0	0
2020-07-10	78	52	66.7	0	0.0	0	0
2020-07-03	78	53	67.9	0	0.0	0	0
2020-09-15	93	62	66.7	1	1.1	1	100.0
2020-09-20	93	51	54.8	2	2.2	0	0.0
2020-05-07	72	41	56.9	10	13.9	5	50.0
2020-07-11	76	46	60.5	0	0.0	0	0
2020-05-27	82	50	61.0	0	0.0	0	0
2020-05-22	68	36	52.9	0	0.0	0	0
2020-08-19	93	57	61.3	0	0.0	0	0
2020-07-30	96	58	60.4	2	2.1	0	0.0
2020-07-27	96	62	64.6	1	1.0	0	0.0
2020-05-10	68	32	47.1	0	0.0	0	0
2020-05-23	82	44	53.7	1	1.2	0	0.0
2020-04-26	62	32	51.6	1	1.6	0	0.0
2020-05-14	83	44	53.0	0	0.0	0	0
2020-05-04	69	35	50.7	0	0.0	0	0
2020-07-12	76	45	59.2	0	0.0	0	0
2020-06-18	73	36	49.3	0	0.0	0	0
2020-08-17	69	42	60.9	0	0.0	0	0
2020-09-13	93	59	63.4	2	2.2	1	50.0
2020-07-21	83	46	55.4	1	1.2	0	0.0
2020-08-12	82	50	61.0	0	0.0	0	0
2020-09-24	98	49	50.0	3	3.1	1	33.3
2020-08-03	84	49	58.3	0	0.0	0	0
2020-09-07	93	55	59.1	1	1.1	0	0.0
2020-07-23	96	68	70.8	1	1.0	0	0.0
2020-09-16	93	61	65.6	2	2.2	1	50.0
2020-06-25	73	45	61.6	0	0.0	0	0
2020-07-09	79	49	62.0	0	0.0	0	0
2020-07-07	81	44	54.3	0	0.0	0	0
2020-06-12	78	48	61.5	0	0.0	0	0
2020-08-13	82	58	70.7	0	0.0	0	0
