Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-26	69	47	68.1	3	4.3	2	66.7
2020-08-05	66	51	77.3	3	4.5	1	33.3
2020-08-23	66	59	89.4	2	3.0	1	50.0
2020-09-12	65	42	64.6	2	3.1	2	100.0
2020-05-16	69	46	66.7	4	5.8	4	100.0
2020-09-08	65	39	60.0	2	3.1	2	100.0
2020-04-29	72	48	66.7	6	8.3	3	50.0
2020-06-27	66	47	71.2	2	3.0	2	100.0
2020-05-01	70	47	67.1	7	10.0	5	71.4
2020-08-07	66	52	78.8	2	3.0	2	100.0
2020-08-16	66	51	77.3	2	3.0	1	50.0
2020-06-10	68	42	61.8	2	2.9	1	50.0
2020-06-08	68	41	60.3	2	2.9	1	50.0
2020-09-05	65	43	66.2	2	3.1	2	100.0
2020-04-27	70	50	71.4	5	7.1	3	60.0
2020-06-02	68	40	58.8	3	4.4	2	66.7
2020-09-02	65	46	70.8	3	4.6	2	66.7
2020-08-26	65	60	92.3	3	4.6	1	33.3
2020-06-15	68	43	63.2	1	1.5	0	0.0
2020-05-26	68	43	63.2	4	5.9	4	100.0
2020-09-18	65	56	86.2	3	4.6	2	66.7
2020-08-27	65	53	81.5	3	4.6	2	66.7
2020-05-08	70	48	68.6	4	5.7	4	100.0
2020-06-17	69	47	68.1	1	1.4	1	100.0
2020-04-30	70	46	65.7	7	10.0	4	57.1
2020-05-03	70	47	67.1	6	8.6	5	83.3
2020-08-18	66	52	78.8	2	3.0	1	50.0
2020-07-29	68	47	69.1	2	2.9	1	50.0
2020-07-05	71	51	71.8	5	7.0	2	40.0
2020-07-10	69	45	65.2	2	2.9	2	100.0
2020-07-03	69	52	75.4	5	7.2	3	60.0
2020-09-15	65	42	64.6	2	3.1	2	100.0
2020-05-07	70	46	65.7	5	7.1	4	80.0
2020-07-11	69	43	62.3	2	2.9	2	100.0
2020-05-27	67	49	73.1	3	4.5	2	66.7
2020-05-22	69	46	66.7	4	5.8	4	100.0
2020-08-19	66	55	83.3	2	3.0	1	50.0
2020-07-30	69	44	63.8	2	2.9	1	50.0
2020-07-27	69	45	65.2	2	2.9	0	0.0
2020-05-10	69	44	63.8	4	5.8	4	100.0
2020-05-23	69	48	69.6	4	5.8	4	100.0
2020-04-26	70	46	65.7	5	7.1	3	60.0
2020-05-14	69	45	65.2	4	5.8	4	100.0
2020-05-04	70	47	67.1	6	8.6	5	83.3
2020-07-12	69	43	62.3	2	2.9	2	100.0
2020-06-18	69	45	65.2	2	2.9	1	50.0
2020-08-17	66	51	77.3	2	3.0	1	50.0
2020-09-13	65	41	63.1	2	3.1	2	100.0
2020-07-21	69	46	66.7	1	1.4	1	100.0
2020-08-12	66	49	74.2	3	4.5	1	33.3
2020-08-03	68	47	69.1	3	4.4	1	33.3
2020-09-07	65	42	64.6	2	3.1	2	100.0
2020-07-23	69	45	65.2	2	2.9	1	50.0
2020-09-16	65	44	67.7	2	3.1	2	100.0
2020-06-25	69	52	75.4	3	4.3	2	66.7
2020-07-09	69	44	63.8	1	1.4	1	100.0
2020-07-07	68	47	69.1	3	4.4	1	33.3
2020-06-12	68	45	66.2	1	1.5	1	100.0
2020-08-13	66	50	75.8	3	4.5	1	33.3
2020-07-13	69	42	60.9	2	2.9	2	100.0
2020-09-14	65	39	60.0	2	3.1	2	100.0
2020-05-17	69	45	65.2	4	5.8	4	100.0
2020-05-15	69	44	63.8	4	5.8	4	100.0
2020-05-12	70	49	70.0	4	5.7	3	75.0
2020-08-10	66	45	68.2	2	3.0	1	50.0
2020-09-10	65	43	66.2	2	3.1	2	100.0
2020-06-07	71	42	59.2	2	2.8	1	50.0
2020-07-24	69	45	65.2	2	2.9	0	0.0
2020-07-20	68	46	67.6	1	1.5	1	100.0
2020-07-25	67	43	64.2	1	1.5	0	0.0
2020-07-17	69	47	68.1	1	1.4	1	100.0
2020-07-08	69	45	65.2	1	1.4	1	100.0
2020-05-21	72	44	61.1	4	5.6	4	100.0
2020-05-18	68	42	61.8	4	5.9	4	100.0
2020-09-17	65	56	86.2	2	3.1	2	100.0
2020-09-03	65	43	66.2	2	3.1	2	100.0
2020-08-01	69	46	66.7	2	2.9	1	50.0
2020-09-11	65	44	67.7	2	3.1	2	100.0
2020-08-15	66	54	81.8	2	3.0	1	50.0
2020-06-23	54	46	85.2	2	3.7	1	50.0
2020-06-16	69	45	65.2	0	0.0	0	0
2020-06-01	68	41	60.3	3	4.4	2	66.7
2020-06-03	69	40	58.0	2	2.9	1	50.0
2020-06-04	69	40	58.0	1	1.4	1	100.0
2020-08-29	65	55	84.6	3	4.6	2	66.7
2020-08-04	56	42	75.0	3	5.4	1	33.3
2020-08-31	65	49	75.4	3	4.6	2	66.7
2020-07-15	69	46	66.7	1	1.4	1	100.0
2020-09-06	65	44	67.7	3	4.6	2	66.7
2020-05-13	69	45	65.2	4	5.8	4	100.0
2020-08-22	66	57	86.4	2	3.0	1	50.0
2020-09-01	65	48	73.8	3	4.6	2	66.7
2020-05-02	69	46	66.7	6	8.7	5	83.3
2020-06-29	69	51	73.9	5	7.2	3	60.0
2020-06-11	68	42	61.8	1	1.5	1	100.0
2020-06-06	70	43	61.4	2	2.9	1	50.0
2020-08-21	66	60	90.9	2	3.0	1	50.0
