Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-08-31	26	14	53.8	0	0.0	0	0
2020-07-27	34	17	50.0	0	0.0	0	0
2020-06-07	34	17	50.0	0	0.0	0	0
2020-07-19	34	17	50.0	0	0.0	0	0
2020-06-19	34	19	55.9	0	0.0	0	0
2020-08-21	26	16	61.5	0	0.0	0	0
2020-07-17	34	17	50.0	0	0.0	0	0
2020-04-29	34	18	52.9	0	0.0	0	0
2020-05-11	34	17	50.0	0	0.0	0	0
2020-06-02	34	20	58.8	0	0.0	0	0
2020-07-24	34	17	50.0	0	0.0	0	0
2020-06-09	34	15	44.1	0	0.0	0	0
2020-08-11	26	14	53.8	0	0.0	0	0
2020-06-01	34	16	47.1	0	0.0	0	0
2020-08-09	26	13	50.0	0	0.0	0	0
2020-06-13	34	20	58.8	0	0.0	0	0
2020-04-26	36	15	41.7	0	0.0	0	0
2020-06-30	34	17	50.0	0	0.0	0	0
2020-05-15	34	13	38.2	0	0.0	0	0
2020-07-23	34	18	52.9	0	0.0	0	0
2020-04-28	36	17	47.2	0	0.0	0	0
2020-09-04	26	18	69.2	0	0.0	0	0
2020-06-16	34	12	35.3	0	0.0	0	0
2020-07-01	34	16	47.1	0	0.0	0	0
2020-08-28	26	17	65.4	0	0.0	0	0
2020-05-17	34	14	41.2	0	0.0	0	0
2020-06-04	34	19	55.9	0	0.0	0	0
2020-07-06	34	20	58.8	0	0.0	0	0
2020-06-29	34	18	52.9	0	0.0	0	0
2020-08-14	26	16	61.5	0	0.0	0	0
2020-06-11	34	21	61.8	0	0.0	0	0
2020-06-26	34	14	41.2	0	0.0	0	0
2020-05-23	34	17	50.0	0	0.0	0	0
2020-06-05	34	14	41.2	0	0.0	0	0
2020-07-29	34	16	47.1	0	0.0	0	0
2020-05-20	34	16	47.1	0	0.0	0	0
2020-07-05	34	16	47.1	0	0.0	0	0
2020-07-14	34	18	52.9	0	0.0	0	0
2020-07-04	34	18	52.9	0	0.0	0	0
2020-06-27	34	11	32.4	0	0.0	0	0
2020-08-19	26	17	65.4	0	0.0	0	0
2020-08-22	26	10	38.5	0	0.0	0	0
