Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-26	139	94	67.6	2	1.4	2	100.0
2020-08-05	97	80	82.5	0	0.0	0	0
2020-08-23	132	98	74.2	0	0.0	0	0
2020-09-12	132	97	73.5	2	1.5	0	0.0
2020-05-16	108	64	59.3	1	0.9	0	0.0
2020-09-08	132	98	74.2	1	0.8	0	0.0
2020-04-29	107	57	53.3	4	3.7	3	75.0
2020-06-27	134	90	67.2	2	1.5	2	100.0
2020-05-01	100	60	60.0	4	4.0	2	50.0
2020-08-07	95	75	78.9	1	1.1	0	0.0
2020-08-16	132	92	69.7	0	0.0	0	0
2020-06-10	139	98	70.5	0	0.0	0	0
2020-06-08	138	96	69.6	0	0.0	0	0
2020-09-05	132	106	80.3	1	0.8	0	0.0
2020-04-27	85	42	49.4	2	2.4	2	100.0
2020-06-02	110	70	63.6	0	0.0	0	0
2020-09-02	132	99	75.0	1	0.8	0	0.0
2020-08-26	132	98	74.2	1	0.8	0	0.0
2020-06-15	130	94	72.3	0	0.0	0	0
2020-05-26	132	77	58.3	1	0.8	0	0.0
2020-09-18	134	93	69.4	2	1.5	1	50.0
2020-08-27	132	94	71.2	1	0.8	0	0.0
2020-05-08	104	67	64.4	3	2.9	2	66.7
2020-06-17	142	105	73.9	0	0.0	0	0
2020-04-30	106	58	54.7	5	4.7	3	60.0
2020-05-03	99	57	57.6	4	4.0	2	50.0
2020-08-18	132	97	73.5	0	0.0	0	0
2020-07-29	136	107	78.7	1	0.7	0	0.0
2020-07-05	142	96	67.6	2	1.4	2	100.0
2020-07-10	140	82	58.6	1	0.7	0	0.0
2020-07-03	142	89	62.7	2	1.4	2	100.0
2020-09-15	134	98	73.1	3	2.2	0	0.0
2020-09-20	134	88	65.7	1	0.7	1	100.0
2020-05-07	102	66	64.7	3	2.9	2	66.7
2020-07-11	140	88	62.9	1	0.7	0	0.0
2020-05-27	129	84	65.1	1	0.8	0	0.0
2020-05-22	134	93	69.4	1	0.7	0	0.0
2020-08-19	132	100	75.8	0	0.0	0	0
2020-07-30	136	100	73.5	1	0.7	0	0.0
2020-07-27	136	104	76.5	0	0.0	0	0
2020-05-10	103	64	62.1	3	2.9	2	66.7
2020-05-23	134	79	59.0	1	0.7	0	0.0
2020-09-25	134	102	76.1	2	1.5	1	50.0
2020-04-26	85	37	43.5	2	2.4	2	100.0
2020-05-14	109	64	58.7	1	0.9	0	0.0
2020-05-04	95	61	64.2	4	4.2	2	50.0
2020-07-12	140	89	63.6	1	0.7	0	0.0
2020-06-18	142	104	73.2	0	0.0	0	0
2020-08-17	132	104	78.8	1	0.8	0	0.0
2020-09-13	132	92	69.7	2	1.5	0	0.0
2020-07-21	135	101	74.8	1	0.7	1	100.0
2020-08-12	126	95	75.4	1	0.8	1	100.0
2020-09-24	134	98	73.1	2	1.5	1	50.0
2020-08-03	136	100	73.5	0	0.0	0	0
2020-09-07	132	94	71.2	1	0.8	0	0.0
2020-07-23	136	99	72.8	0	0.0	0	0
2020-09-16	134	94	70.1	2	1.5	1	50.0
2020-06-25	140	96	68.6	2	1.4	2	100.0
2020-07-09	140	90	64.3	1	0.7	1	100.0
2020-07-07	138	92	66.7	1	0.7	1	100.0
2020-06-12	143	100	69.9	0	0.0	0	0
2020-08-13	132	97	73.5	1	0.8	1	100.0
2020-07-13	117	80	68.4	0	0.0	0	0
2020-09-14	134	97	72.4	3	2.2	0	0.0
2020-05-17	109	62	56.9	1	0.9	0	0.0
2020-05-15	108	66	61.1	1	0.9	0	0.0
2020-05-12	100	52	52.0	0	0.0	0	0
2020-08-10	95	78	82.1	1	1.1	0	0.0
2020-09-10	132	90	68.2	1	0.8	0	0.0
2020-06-07	140	97	69.3	1	0.7	0	0.0
2020-07-24	136	100	73.5	0	0.0	0	0
2020-07-20	136	93	68.4	1	0.7	1	100.0
2020-07-25	128	104	81.2	0	0.0	0	0
