Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-05-26	73	53	72.6	5	6.8	3	60.0
2020-10-06	54	49	90.7	0	0.0	0	0
2020-06-11	73	49	67.1	3	4.1	2	66.7
2020-07-29	73	54	74.0	0	0.0	0	0
2020-07-17	73	53	72.6	0	0.0	0	0
2020-09-22	56	50	89.3	0	0.0	0	0
2020-09-16	56	49	87.5	0	0.0	0	0
2020-08-10	56	50	89.3	0	0.0	0	0
2020-06-20	73	55	75.3	0	0.0	0	0
2020-09-17	56	50	89.3	0	0.0	0	0
2020-05-04	81	65	80.2	17	21.0	12	70.6
2020-08-01	73	55	75.3	0	0.0	0	0
2020-10-01	54	48	88.9	0	0.0	0	0
2020-08-15	56	51	91.1	0	0.0	0	0
2020-06-09	73	49	67.1	4	5.5	2	50.0
2020-08-08	56	48	85.7	0	0.0	0	0
2020-06-06	73	48	65.8	3	4.1	2	66.7
2020-05-09	71	51	71.8	10	14.1	4	40.0
2020-09-25	56	49	87.5	0	0.0	0	0
2020-08-17	56	50	89.3	0	0.0	0	0
2020-09-24	56	50	89.3	0	0.0	0	0
2020-06-05	73	50	68.5	4	5.5	2	50.0
2020-08-12	56	51	91.1	0	0.0	0	0
2020-05-13	81	61	75.3	13	16.0	4	30.8
2020-07-26	73	52	71.2	0	0.0	0	0
2020-08-19	56	49	87.5	0	0.0	0	0
2020-09-21	56	45	80.4	0	0.0	0	0
2020-06-07	73	49	67.1	3	4.1	2	66.7
2020-06-16	73	48	65.8	2	2.7	2	100.0
2020-05-22	85	63	74.1	7	8.2	3	42.9
2020-05-18	83	59	71.1	12	14.5	6	50.0
2020-06-21	73	53	72.6	0	0.0	0	0
2020-06-03	73	53	72.6	6	8.2	4	66.7
2020-07-23	73	56	76.7	0	0.0	0	0
2020-09-13	56	48	85.7	0	0.0	0	0
2020-09-11	56	47	83.9	0	0.0	0	0
2020-06-17	73	49	67.1	2	2.7	2	100.0
2020-07-18	73	54	74.0	0	0.0	0	0
2020-04-27	81	67	82.7	14	17.3	11	78.6
2020-04-29	81	64	79.0	20	24.7	11	55.0
2020-06-14	73	48	65.8	3	4.1	2	66.7
2020-07-19	73	54	74.0	0	0.0	0	0
2020-05-21	85	66	77.6	10	11.8	4	40.0
2020-08-06	56	48	85.7	0	0.0	0	0
2020-09-14	56	45	80.4	0	0.0	0	0
2020-06-15	73	49	67.1	2	2.7	2	100.0
2020-06-30	67	50	74.6	0	0.0	0	0
2020-08-04	56	48	85.7	0	0.0	0	0
2020-05-28	73	54	74.0	9	12.3	4	44.4
2020-05-03	81	64	79.0	18	22.2	12	66.7
2020-07-25	73	56	76.7	0	0.0	0	0
2020-08-29	56	49	87.5	1	1.8	1	100.0
2020-09-01	56	48	85.7	1	1.8	0	0.0
2020-08-11	56	49	87.5	0	0.0	0	0
2020-07-14	73	51	69.9	0	0.0	0	0
