Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-13	81	32	39.5	1	1.2	1	100.0
2020-06-07	75	44	58.7	2	2.7	0	0.0
2020-08-31	81	34	42.0	0	0.0	0	0
2020-06-23	75	40	53.3	0	0.0	0	0
2020-08-22	81	33	40.7	0	0.0	0	0
2020-10-03	81	30	37.0	1	1.2	1	100.0
2020-10-14	81	33	40.7	1	1.2	1	100.0
2020-05-20	75	42	56.0	2	2.7	1	50.0
2020-10-25	81	33	40.7	2	2.5	1	50.0
2020-10-16	81	27	33.3	1	1.2	0	0.0
2020-08-08	81	36	44.4	0	0.0	0	0
2020-06-30	75	41	54.7	0	0.0	0	0
2020-07-15	75	33	44.0	0	0.0	0	0
2020-09-29	81	26	32.1	1	1.2	1	100.0
2020-08-02	81	43	53.1	0	0.0	0	0
2020-06-17	75	42	56.0	1	1.3	0	0.0
2020-09-19	81	33	40.7	2	2.5	2	100.0
2020-10-01	81	29	35.8	1	1.2	1	100.0
2020-05-02	67	29	43.3	7	10.4	6	85.7
2020-08-25	81	34	42.0	0	0.0	0	0
2020-09-12	81	39	48.1	1	1.2	1	100.0
2020-09-25	81	30	37.0	1	1.2	1	100.0
2020-07-29	81	49	60.5	0	0.0	0	0
2020-08-18	81	32	39.5	0	0.0	0	0
2020-05-21	75	48	64.0	1	1.3	1	100.0
2020-06-19	75	39	52.0	0	0.0	0	0
2020-10-06	81	29	35.8	2	2.5	1	50.0
2020-08-04	81	32	39.5	0	0.0	0	0
2020-10-22	81	33	40.7	1	1.2	1	100.0
2020-06-14	73	41	56.2	0	0.0	0	0
2020-05-19	75	43	57.3	2	2.7	1	50.0
2020-08-23	81	32	39.5	0	0.0	0	0
2020-07-04	75	40	53.3	0	0.0	0	0
2020-06-13	75	43	57.3	0	0.0	0	0
2020-09-01	81	32	39.5	0	0.0	0	0
2020-09-03	81	35	43.2	0	0.0	0	0
2020-08-15	81	38	46.9	1	1.2	0	0.0
2020-08-30	81	34	42.0	0	0.0	0	0
2020-08-14	81	39	48.1	0	0.0	0	0
2020-04-29	78	38	48.7	4	5.1	4	100.0
2020-07-03	75	40	53.3	0	0.0	0	0
2020-10-09	81	29	35.8	1	1.2	1	100.0
2020-07-06	75	43	57.3	0	0.0	0	0
2020-08-27	81	34	42.0	0	0.0	0	0
2020-05-24	75	44	58.7	1	1.3	1	100.0
2020-05-10	65	32	49.2	5	7.7	5	100.0
2020-07-09	75	42	56.0	0	0.0	0	0
2020-10-28	50	28	56.0	2	4.0	2	100.0
2020-10-11	81	29	35.8	0	0.0	0	0
2020-06-09	75	41	54.7	0	0.0	0	0
2020-09-20	81	31	38.3	2	2.5	2	100.0
2020-09-15	81	39	48.1	1	1.2	1	100.0
2020-10-20	81	30	37.0	2	2.5	2	100.0
2020-09-17	81	37	45.7	1	1.2	1	100.0
2020-09-26	81	32	39.5	1	1.2	1	100.0
2020-06-20	75	40	53.3	0	0.0	0	0
2020-05-18	75	47	62.7	2	2.7	1	50.0
2020-10-10	81	28	34.6	0	0.0	0	0
2020-04-27	75	32	42.7	4	5.3	3	75.0
2020-08-01	81	42	51.9	0	0.0	0	0
2020-05-14	74	42	56.8	3	4.1	3	100.0
2020-07-16	76	37	48.7	0	0.0	0	0
2020-08-10	81	32	39.5	0	0.0	0	0
2020-07-26	81	41	50.6	0	0.0	0	0
2020-07-07	75	38	50.7	0	0.0	0	0
2020-10-07	81	29	35.8	2	2.5	1	50.0
2020-05-17	75	40	53.3	2	2.7	1	50.0
2020-05-09	65	33	50.8	5	7.7	5	100.0
2020-05-23	75	44	58.7	2	2.7	1	50.0
2020-06-10	75	41	54.7	0	0.0	0	0
2020-08-19	81	32	39.5	0	0.0	0	0
2020-07-20	75	42	56.0	0	0.0	0	0
2020-05-22	75	40	53.3	1	1.3	1	100.0
2020-07-28	81	39	48.1	0	0.0	0	0
2020-09-22	81	34	42.0	2	2.5	1	50.0
2020-07-21	75	42	56.0	0	0.0	0	0
2020-09-13	81	38	46.9	1	1.2	1	100.0
2020-08-09	81	34	42.0	0	0.0	0	0
2020-10-19	81	33	40.7	2	2.5	2	100.0
2020-09-27	81	30	37.0	1	1.2	1	100.0
2020-06-24	75	40	53.3	0	0.0	0	0
2020-08-06	81	34	42.0	0	0.0	0	0
2020-05-05	65	30	46.2	4	6.2	4	100.0
2020-10-12	81	32	39.5	0	0.0	0	0
2020-07-13	75	24	32.0	0	0.0	0	0
2020-09-21	81	33	40.7	2	2.5	2	100.0
2020-05-04	65	30	46.2	4	6.2	4	100.0
2020-07-30	81	44	54.3	0	0.0	0	0
2020-09-08	81	37	45.7	0	0.0	0	0
2020-06-18	75	39	52.0	0	0.0	0	0
2020-10-27	81	31	38.3	2	2.5	2	100.0
2020-06-16	75	40	53.3	0	0.0	0	0
2020-08-28	81	35	43.2	0	0.0	0	0
2020-08-20	81	27	33.3	0	0.0	0	0
2020-05-12	65	38	58.5	5	7.7	4	80.0
2020-05-15	75	43	57.3	3	4.0	1	33.3
2020-07-12	75	22	29.3	0	0.0	0	0
2020-08-05	81	34	42.0	0	0.0	0	0
2020-06-29	75	39	52.0	0	0.0	0	0
2020-04-30	75	36	48.0	6	8.0	5	83.3
2020-09-18	81	28	34.6	2	2.5	2	100.0
2020-07-11	75	25	33.3	0	0.0	0	0
2020-05-03	65	28	43.1	6	9.2	5	83.3
2020-05-16	75	39	52.0	2	2.7	1	50.0
2020-08-24	81	34	42.0	0	0.0	0	0
2020-09-06	81	39	48.1	0	0.0	0	0
2020-06-02	75	45	60.0	0	0.0	0	0
2020-07-25	81	43	53.1	0	0.0	0	0
2020-06-27	75	41	54.7	0	0.0	0	0
2020-06-06	76	43	56.6	0	0.0	0	0
2020-06-28	75	39	52.0	0	0.0	0	0
2020-06-26	75	38	50.7	0	0.0	0	0
2020-05-25	75	40	53.3	1	1.3	1	100.0
2020-09-09	81	34	42.0	0	0.0	0	0
2020-07-19	75	44	58.7	0	0.0	0	0
2020-10-21	81	31	38.3	2	2.5	2	100.0
2020-06-21	75	41	54.7	0	0.0	0	0
2020-09-24	81	27	33.3	1	1.2	1	100.0
2020-09-11	81	37	45.7	1	1.2	1	100.0
2020-08-16	81	40	49.4	0	0.0	0	0
2020-07-18	75	44	58.7	0	0.0	0	0
2020-08-29	81	36	44.4	0	0.0	0	0
2020-07-10	75	37	49.3	0	0.0	0	0
2020-09-05	81	41	50.6	0	0.0	0	0
2020-06-08	76	46	60.5	2	2.6	0	0.0
2020-08-17	81	37	45.7	0	0.0	0	0
2020-05-08	65	35	53.8	5	7.7	5	100.0
2020-05-30	75	44	58.7	0	0.0	0	0
2020-08-26	81	33	40.7	0	0.0	0	0
2020-10-18	81	27	33.3	0	0.0	0	0
2020-07-01	75	43	57.3	0	0.0	0	0
2020-06-15	75	42	56.0	0	0.0	0	0
2020-09-14	81	39	48.1	1	1.2	1	100.0
2020-08-13	81	39	48.1	0	0.0	0	0
2020-07-17	78	41	52.6	0	0.0	0	0
2020-10-24	81	33	40.7	2	2.5	1	50.0
2020-05-31	75	40	53.3	0	0.0	0	0
2020-06-22	75	43	57.3	0	0.0	0	0
2020-08-12	81	36	44.4	0	0.0	0	0
2020-09-28	81	26	32.1	1	1.2	1	100.0
2020-07-02	75	42	56.0	0	0.0	0	0
2020-05-07	65	38	58.5	4	6.2	4	100.0
2020-09-30	81	28	34.6	1	1.2	1	100.0
2020-06-01	75	44	58.7	0	0.0	0	0
2020-08-03	81	43	53.1	0	0.0	0	0
2020-07-05	75	40	53.3	0	0.0	0	0
2020-07-31	81	44	54.3	0	0.0	0	0
2020-09-16	81	39	48.1	1	1.2	1	100.0
2020-04-26	73	32	43.8	4	5.5	3	75.0
2020-09-07	81	36	44.4	0	0.0	0	0
2020-06-03	75	39	52.0	0	0.0	0	0
2020-05-29	75	43	57.3	1	1.3	1	100.0
2020-07-22	81	46	56.8	0	0.0	0	0
2020-07-14	75	30	40.0	0	0.0	0	0
2020-08-07	81	32	39.5	0	0.0	0	0
2020-10-05	81	29	35.8	1	1.2	1	100.0
2020-05-26	75	40	53.3	1	1.3	1	100.0
2020-07-08	75	39	52.0	0	0.0	0	0
2020-07-27	81	42	51.9	0	0.0	0	0
2020-05-11	65	33	50.8	5	7.7	5	100.0
2020-05-27	75	40	53.3	1	1.3	1	100.0
2020-09-23	81	34	42.0	1	1.2	1	100.0
2020-09-04	81	36	44.4	0	0.0	0	0
2020-09-10	81	36	44.4	0	0.0	0	0
2020-05-13	65	37	56.9	5	7.7	4	80.0
2020-10-23	81	35	43.2	1	1.2	1	100.0
2020-07-23	82	42	51.2	0	0.0	0	0
