Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-13	105	79	75.2	0	0.0	0	0
2020-06-07	103	51	49.5	0	0.0	0	0
2020-08-31	105	67	63.8	0	0.0	0	0
2020-06-23	107	61	57.0	0	0.0	0	0
2020-08-22	105	83	79.0	0	0.0	0	0
2020-10-03	105	79	75.2	0	0.0	0	0
2020-10-14	105	78	74.3	0	0.0	0	0
2020-05-20	110	62	56.4	0	0.0	0	0
2020-10-16	105	75	71.4	0	0.0	0	0
2020-08-08	93	70	75.3	0	0.0	0	0
2020-06-30	103	65	63.1	0	0.0	0	0
2020-07-15	107	64	59.8	0	0.0	0	0
2020-09-29	105	73	69.5	0	0.0	0	0
2020-08-02	107	65	60.7	0	0.0	0	0
2020-06-17	103	64	62.1	0	0.0	0	0
2020-09-19	105	78	74.3	0	0.0	0	0
2020-10-01	105	78	74.3	0	0.0	0	0
2020-05-02	101	55	54.5	0	0.0	0	0
2020-08-25	105	78	74.3	0	0.0	0	0
2020-09-12	105	70	66.7	0	0.0	0	0
2020-09-25	105	75	71.4	0	0.0	0	0
2020-07-29	107	70	65.4	0	0.0	0	0
2020-08-18	105	80	76.2	0	0.0	0	0
2020-05-21	112	60	53.6	0	0.0	0	0
2020-06-19	107	66	61.7	0	0.0	0	0
2020-10-06	105	68	64.8	0	0.0	0	0
2020-08-04	93	73	78.5	0	0.0	0	0
2020-10-22	105	73	69.5	2	1.9	2	100.0
2020-06-14	103	60	58.3	0	0.0	0	0
2020-05-19	109	60	55.0	0	0.0	0	0
2020-08-23	105	80	76.2	0	0.0	0	0
2020-07-04	107	67	62.6	0	0.0	0	0
2020-06-13	103	60	58.3	0	0.0	0	0
2020-09-01	105	72	68.6	0	0.0	0	0
2020-09-03	105	72	68.6	0	0.0	0	0
2020-08-15	105	72	68.6	0	0.0	0	0
2020-08-30	105	72	68.6	0	0.0	0	0
2020-08-14	105	72	68.6	0	0.0	0	0
2020-04-29	101	53	52.5	0	0.0	0	0
2020-07-03	107	72	67.3	0	0.0	0	0
2020-10-09	105	75	71.4	0	0.0	0	0
2020-07-06	107	71	66.4	0	0.0	0	0
2020-08-27	105	80	76.2	0	0.0	0	0
2020-05-24	116	55	47.4	0	0.0	0	0
2020-05-10	101	52	51.5	0	0.0	0	0
2020-07-09	107	65	60.7	0	0.0	0	0
2020-10-11	105	71	67.6	0	0.0	0	0
2020-06-09	103	62	60.2	0	0.0	0	0
2020-09-20	105	71	67.6	0	0.0	0	0
2020-09-15	105	81	77.1	0	0.0	0	0
2020-10-20	105	68	64.8	1	1.0	1	100.0
2020-09-17	105	82	78.1	0	0.0	0	0
2020-09-26	105	73	69.5	0	0.0	0	0
2020-06-20	107	57	53.3	0	0.0	0	0
2020-05-18	109	58	53.2	0	0.0	0	0
2020-10-10	105	74	70.5	0	0.0	0	0
2020-04-27	101	48	47.5	0	0.0	0	0
2020-08-01	107	66	61.7	0	0.0	0	0
2020-05-14	101	48	47.5	0	0.0	0	0
2020-07-16	107	64	59.8	0	0.0	0	0
2020-08-10	93	66	71.0	0	0.0	0	0
2020-07-26	107	66	61.7	0	0.0	0	0
2020-07-07	107	75	70.1	0	0.0	0	0
2020-10-07	105	72	68.6	0	0.0	0	0
2020-05-17	109	60	55.0	0	0.0	0	0
2020-05-09	101	57	56.4	0	0.0	0	0
2020-05-23	116	66	56.9	0	0.0	0	0
2020-06-10	103	58	56.3	0	0.0	0	0
2020-08-19	105	80	76.2	0	0.0	0	0
2020-07-20	107	68	63.6	0	0.0	0	0
2020-05-22	114	52	45.6	0	0.0	0	0
2020-07-28	107	73	68.2	0	0.0	0	0
2020-09-22	105	71	67.6	0	0.0	0	0
2020-07-21	106	68	64.2	0	0.0	0	0
2020-09-13	105	78	74.3	0	0.0	0	0
2020-08-09	93	63	67.7	0	0.0	0	0
2020-10-19	105	68	64.8	1	1.0	1	100.0
2020-09-27	105	70	66.7	0	0.0	0	0
2020-06-24	107	67	62.6	0	0.0	0	0
2020-08-06	93	69	74.2	0	0.0	0	0
2020-05-05	100	58	58.0	0	0.0	0	0
2020-10-12	105	70	66.7	0	0.0	0	0
2020-07-13	107	63	58.9	0	0.0	0	0
2020-09-21	105	68	64.8	0	0.0	0	0
2020-05-04	101	54	53.5	0	0.0	0	0
2020-07-30	107	69	64.5	0	0.0	0	0
2020-09-08	105	76	72.4	0	0.0	0	0
2020-06-18	104	64	61.5	0	0.0	0	0
2020-06-16	103	65	63.1	0	0.0	0	0
2020-08-28	105	78	74.3	0	0.0	0	0
2020-08-20	105	84	80.0	0	0.0	0	0
2020-05-12	100	55	55.0	0	0.0	0	0
2020-05-15	109	59	54.1	0	0.0	0	0
2020-07-12	107	62	57.9	0	0.0	0	0
2020-08-05	93	66	71.0	0	0.0	0	0
2020-06-29	107	63	58.9	0	0.0	0	0
2020-04-30	101	50	49.5	0	0.0	0	0
2020-09-18	105	82	78.1	0	0.0	0	0
2020-07-11	107	65	60.7	0	0.0	0	0
2020-05-03	101	49	48.5	0	0.0	0	0
2020-05-16	109	56	51.4	0	0.0	0	0
2020-08-24	105	79	75.2	0	0.0	0	0
2020-09-06	105	66	62.9	0	0.0	0	0
2020-06-02	115	56	48.7	0	0.0	0	0
2020-07-25	107	71	66.4	0	0.0	0	0
2020-06-27	107	58	54.2	0	0.0	0	0
2020-06-06	119	57	47.9	0	0.0	0	0
2020-06-28	107	58	54.2	0	0.0	0	0
2020-06-26	107	68	63.6	0	0.0	0	0
2020-05-25	114	50	43.9	0	0.0	0	0
2020-09-09	105	74	70.5	0	0.0	0	0
2020-07-19	107	68	63.6	0	0.0	0	0
2020-10-21	105	72	68.6	1	1.0	1	100.0
2020-06-21	107	54	50.5	0	0.0	0	0
2020-09-24	105	80	76.2	0	0.0	0	0
2020-09-11	105	79	75.2	0	0.0	0	0
2020-08-16	105	74	70.5	0	0.0	0	0
2020-07-18	107	68	63.6	0	0.0	0	0
2020-08-29	105	74	70.5	0	0.0	0	0
2020-07-10	107	67	62.6	0	0.0	0	0
2020-09-05	105	79	75.2	0	0.0	0	0
2020-06-08	103	52	50.5	0	0.0	0	0
2020-08-17	105	68	64.8	0	0.0	0	0
2020-05-08	100	60	60.0	0	0.0	0	0
2020-05-30	116	65	56.0	0	0.0	0	0
2020-08-26	105	77	73.3	0	0.0	0	0
2020-10-18	105	69	65.7	0	0.0	0	0
2020-07-01	102	72	70.6	0	0.0	0	0
2020-06-15	103	58	56.3	0	0.0	0	0
2020-09-14	105	78	74.3	0	0.0	0	0
2020-08-13	105	77	73.3	0	0.0	0	0
2020-07-17	107	72	67.3	0	0.0	0	0
2020-10-24	105	68	64.8	3	2.9	2	66.7
2020-05-31	114	53	46.5	0	0.0	0	0
2020-06-22	107	58	54.2	0	0.0	0	0
2020-08-12	105	81	77.1	0	0.0	0	0
2020-09-28	105	64	61.0	0	0.0	0	0
2020-07-02	107	71	66.4	0	0.0	0	0
2020-05-07	100	57	57.0	0	0.0	0	0
2020-09-30	105	70	66.7	0	0.0	0	0
2020-06-01	115	59	51.3	0	0.0	0	0
2020-08-03	107	60	56.1	0	0.0	0	0
2020-07-05	107	68	63.6	0	0.0	0	0
2020-07-31	107	69	64.5	0	0.0	0	0
2020-09-16	105	78	74.3	0	0.0	0	0
2020-04-26	101	49	48.5	0	0.0	0	0
2020-09-07	105	69	65.7	0	0.0	0	0
2020-06-03	120	62	51.7	0	0.0	0	0
2020-05-29	115	65	56.5	0	0.0	0	0
2020-07-22	106	68	64.2	0	0.0	0	0
2020-07-14	107	63	58.9	0	0.0	0	0
2020-08-07	93	72	77.4	0	0.0	0	0
2020-10-05	105	70	66.7	0	0.0	0	0
2020-05-26	114	49	43.0	0	0.0	0	0
2020-07-08	107	74	69.2	0	0.0	0	0
2020-07-27	107	66	61.7	0	0.0	0	0
2020-05-11	101	57	56.4	0	0.0	0	0
2020-05-27	115	63	54.8	0	0.0	0	0
2020-09-23	105	73	69.5	0	0.0	0	0
2020-09-04	105	71	67.6	0	0.0	0	0
2020-09-10	105	76	72.4	0	0.0	0	0
2020-05-13	100	56	56.0	0	0.0	0	0
2020-10-23	105	71	67.6	4	3.8	2	50.0
2020-07-23	106	72	67.9	0	0.0	0	0
2020-09-02	105	77	73.3	0	0.0	0	0
2020-10-08	105	74	70.5	0	0.0	0	0
2020-10-02	105	79	75.2	0	0.0	0	0
2020-10-17	105	73	69.5	0	0.0	0	0
2020-06-12	103	64	62.1	0	0.0	0	0
2020-06-04	119	56	47.1	0	0.0	0	0
2020-06-25	107	70	65.4	0	0.0	0	0
2020-05-06	100	60	60.0	0	0.0	0	0
