Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-26	90	74	82.2	0	0.0	0	0
2020-08-05	85	65	76.5	0	0.0	0	0
2020-08-23	87	68	78.2	0	0.0	0	0
2020-09-12	85	72	84.7	1	1.2	0	0.0
2020-05-16	92	70	76.1	1	1.1	0	0.0
2020-09-08	91	81	89.0	0	0.0	0	0
2020-04-29	96	68	70.8	4	4.2	3	75.0
2020-06-27	88	70	79.5	0	0.0	0	0
2020-05-01	102	79	77.5	4	3.9	2	50.0
2020-08-07	89	73	82.0	0	0.0	0	0
2020-08-16	89	74	83.1	0	0.0	0	0
2020-06-10	93	64	68.8	0	0.0	0	0
2020-06-08	90	67	74.4	0	0.0	0	0
2020-09-05	92	74	80.4	0	0.0	0	0
2020-04-27	99	60	60.6	5	5.1	3	60.0
2020-06-02	88	72	81.8	2	2.3	0	0.0
2020-09-02	90	75	83.3	0	0.0	0	0
2020-08-26	89	77	86.5	1	1.1	0	0.0
2020-06-15	92	72	78.3	0	0.0	0	0
2020-05-26	96	68	70.8	2	2.1	0	0.0
2020-09-18	84	74	88.1	0	0.0	0	0
2020-08-27	91	72	79.1	1	1.1	0	0.0
2020-05-08	94	69	73.4	4	4.3	1	25.0
2020-06-17	93	76	81.7	0	0.0	0	0
2020-04-30	95	72	75.8	4	4.2	3	75.0
2020-05-03	92	72	78.3	3	3.3	2	66.7
2020-08-18	86	77	89.5	0	0.0	0	0
2020-07-29	94	72	76.6	0	0.0	0	0
2020-07-05	101	77	76.2	0	0.0	0	0
2020-07-10	100	71	71.0	0	0.0	0	0
2020-07-03	94	70	74.5	1	1.1	0	0.0
2020-09-15	88	75	85.2	0	0.0	0	0
2020-09-20	81	69	85.2	0	0.0	0	0
2020-05-07	101	71	70.3	4	4.0	1	25.0
2020-07-11	101	69	68.3	1	1.0	0	0.0
2020-05-27	100	64	64.0	2	2.0	0	0.0
2020-05-22	92	64	69.6	2	2.2	0	0.0
2020-08-19	91	72	79.1	0	0.0	0	0
2020-07-30	95	74	77.9	0	0.0	0	0
2020-07-27	97	68	70.1	0	0.0	0	0
2020-05-10	86	65	75.6	3	3.5	1	33.3
2020-05-23	90	72	80.0	1	1.1	0	0.0
2020-09-25	82	73	89.0	1	1.2	0	0.0
2020-04-26	106	66	62.3	5	4.7	4	80.0
2020-05-14	99	67	67.7	2	2.0	0	0.0
2020-05-04	91	68	74.7	3	3.3	1	33.3
2020-07-12	103	72	69.9	1	1.0	0	0.0
2020-06-18	94	75	79.8	0	0.0	0	0
2020-08-17	82	66	80.5	0	0.0	0	0
2020-09-13	85	72	84.7	1	1.2	0	0.0
2020-07-21	102	71	69.6	1	1.0	0	0.0
2020-08-12	92	81	88.0	1	1.1	0	0.0
2020-09-24	86	72	83.7	1	1.2	0	0.0
2020-08-03	94	71	75.5	0	0.0	0	0
2020-09-07	91	74	81.3	0	0.0	0	0
2020-07-23	97	70	72.2	1	1.0	0	0.0
2020-09-16	89	72	80.9	0	0.0	0	0
2020-06-25	93	69	74.2	0	0.0	0	0
2020-07-09	100	74	74.0	0	0.0	0	0
2020-07-07	103	70	68.0	0	0.0	0	0
2020-06-12	95	71	74.7	0	0.0	0	0
2020-08-13	90	78	86.7	1	1.1	0	0.0
2020-07-13	103	67	65.0	1	1.0	0	0.0
2020-09-14	87	77	88.5	0	0.0	0	0
2020-05-17	92	73	79.3	1	1.1	0	0.0
2020-05-15	92	70	76.1	2	2.2	0	0.0
2020-05-12	92	57	62.0	3	3.3	0	0.0
2020-08-10	89	73	82.0	0	0.0	0	0
2020-09-10	86	79	91.9	1	1.2	0	0.0
2020-06-07	96	65	67.7	0	0.0	0	0
2020-07-24	94	70	74.5	1	1.1	0	0.0
2020-07-20	102	71	69.6	1	1.0	0	0.0
2020-07-25	97	74	76.3	1	1.0	0	0.0
2020-07-17	97	77	79.4	1	1.0	0	0.0
2020-07-08	98	71	72.4	0	0.0	0	0
2020-05-21	86	73	84.9	2	2.3	0	0.0
2020-09-26	83	72	86.7	0	0.0	0	0
2020-05-18	88	70	79.5	1	1.1	0	0.0
