Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-06-26	45	20	44.4	0	0.0	0	0
2020-08-05	45	18	40.0	0	0.0	0	0
2020-08-23	14	10	71.4	0	0.0	0	0
2020-09-12	14	11	78.6	0	0.0	0	0
2020-05-16	40	17	42.5	3	7.5	1	33.3
2020-09-08	14	12	85.7	0	0.0	0	0
2020-04-29	40	27	67.5	2	5.0	1	50.0
2020-06-27	45	19	42.2	0	0.0	0	0
2020-05-01	40	24	60.0	1	2.5	1	100.0
2020-08-07	45	16	35.6	0	0.0	0	0
2020-08-16	14	11	78.6	0	0.0	0	0
2020-06-10	45	23	51.1	3	6.7	0	0.0
2020-06-08	45	23	51.1	3	6.7	0	0.0
2020-09-05	14	9	64.3	0	0.0	0	0
2020-04-27	40	27	67.5	2	5.0	1	50.0
2020-06-02	45	22	48.9	3	6.7	0	0.0
2020-09-02	14	12	85.7	0	0.0	0	0
2020-08-26	14	12	85.7	0	0.0	0	0
2020-06-15	45	24	53.3	3	6.7	0	0.0
2020-05-26	45	22	48.9	3	6.7	0	0.0
2020-08-27	14	9	64.3	0	0.0	0	0
2020-05-08	40	25	62.5	1	2.5	1	100.0
2020-06-17	45	20	44.4	1	2.2	0	0.0
2020-04-30	40	27	67.5	1	2.5	1	100.0
2020-05-03	40	25	62.5	1	2.5	1	100.0
2020-08-18	14	11	78.6	0	0.0	0	0
2020-07-29	45	21	46.7	0	0.0	0	0
2020-07-05	45	18	40.0	0	0.0	0	0
2020-07-10	45	27	60.0	1	2.2	0	0.0
2020-07-03	45	21	46.7	0	0.0	0	0
2020-09-15	14	14	100.0	0	0.0	0	0
2020-05-07	40	24	60.0	1	2.5	1	100.0
2020-07-11	45	27	60.0	1	2.2	0	0.0
2020-05-27	45	20	44.4	3	6.7	0	0.0
2020-05-22	40	24	60.0	3	7.5	1	33.3
2020-08-19	14	11	78.6	0	0.0	0	0
2020-07-30	45	21	46.7	0	0.0	0	0
2020-07-27	45	18	40.0	1	2.2	0	0.0
2020-05-10	40	21	52.5	1	2.5	1	100.0
2020-05-23	40	22	55.0	3	7.5	1	33.3
2020-04-26	40	26	65.0	2	5.0	1	50.0
2020-05-14	40	21	52.5	2	5.0	1	50.0
2020-05-04	40	26	65.0	1	2.5	1	100.0
2020-07-12	45	28	62.2	1	2.2	0	0.0
2020-06-18	45	22	48.9	1	2.2	0	0.0
2020-08-17	14	10	71.4	0	0.0	0	0
2020-09-13	14	10	71.4	0	0.0	0	0
2020-07-21	45	22	48.9	1	2.2	0	0.0
2020-08-12	45	15	33.3	0	0.0	0	0
2020-08-03	45	17	37.8	0	0.0	0	0
2020-09-07	14	11	78.6	0	0.0	0	0
2020-07-23	45	17	37.8	1	2.2	0	0.0
2020-09-16	14	13	92.9	0	0.0	0	0
2020-06-25	45	21	46.7	1	2.2	0	0.0
2020-07-09	45	26	57.8	0	0.0	0	0
2020-07-07	45	22	48.9	0	0.0	0	0
2020-06-12	45	25	55.6	3	6.7	0	0.0
2020-08-13	14	6	42.9	0	0.0	0	0
2020-07-13	45	26	57.8	1	2.2	0	0.0
2020-09-14	14	12	85.7	0	0.0	0	0
2020-05-17	40	14	35.0	3	7.5	1	33.3
2020-05-15	40	15	37.5	3	7.5	1	33.3
2020-05-12	40	22	55.0	1	2.5	1	100.0
2020-08-10	45	15	33.3	0	0.0	0	0
2020-09-10	14	11	78.6	0	0.0	0	0
2020-06-07	45	22	48.9	3	6.7	0	0.0
2020-07-24	45	20	44.4	1	2.2	0	0.0
2020-07-20	45	24	53.3	0	0.0	0	0
2020-07-25	45	17	37.8	1	2.2	0	0.0
2020-07-17	45	26	57.8	0	0.0	0	0
